record,name,selling_price,model_year,vehicle_age,km_driven,seats,fuel_type,seller_type,transmission,owner,mileage,engine,max_power,brand
5899,BMW X1 sDrive20d M Sport,1075000,2011,10,42545,5,4,2,1,1,19.62,1998,190,BMW
5900,Mahindra KUV 100 mFALCON D75 K8,350000,2016,5,49600,6,4,1,2,2,25.32,1198,77,Mahindra
5901,Maruti Baleno Alpha Automatic,830000,2018,3,5000,5,3,1,1,1,21.4,1197,83,Maruti
5902,Chevrolet Optra Magnum 2.0 LS,160000,2007,14,130000,5,4,1,2,2,16.52,1991,123,Chevrolet
5903,Maruti Wagon R AMT VXI,445000,2018,3,5000,5,3,1,1,2,20.51,998,67,Maruti
5904,Mahindra Marazzo M2 BSIV,925000,2019,2,40000,7,4,1,2,1,17.3,1497,121,Mahindra
5905,Tata Manza Aqua Quadrajet BS IV,180000,2010,11,80000,5,4,1,2,1,21.12,1248,88,Tata
5906,Mahindra XUV500 AT W6 2WD,950000,2016,5,75000,7,4,1,1,3,16,2179,140,Mahindra
5907,Maruti Swift VDI,400000,2011,10,72000,5,4,1,2,1,22.9,1248,74,Maruti
5908,Ford Figo Diesel Celebration Edition,229999,2013,8,230000,5,4,1,2,1,20,1399,68,Ford
5909,Renault Duster 110PS Diesel RxZ,1050000,2018,3,18000,5,4,2,2,1,19.6,1461,108,Renault
5910,Hyundai i20 Magna,270000,2010,11,60000,5,3,1,2,1,18.5,1197,80,Hyundai
5911,Maruti Alto 800 LXI,250000,2014,7,20000,5,3,1,2,1,22.74,796,47,Maruti
5912,Hyundai i20 1.4 Asta Option,670000,2017,4,48000,5,4,1,2,1,22.54,1396,88,Hyundai
5913,Hyundai Grand i10 1.2 Kappa Magna AT,531000,2018,3,20000,5,3,1,1,1,18.9,1197,81,Hyundai
5914,Tata Indica Vista Aqua TDI BSIII,200000,2011,10,200000,5,4,1,2,2,17,1405,71,Tata
5915,Tata Indigo eCS VX BSIV,280000,2013,8,70000,5,4,1,2,1,25,1396,69,Tata
5916,Maruti Swift Dzire LDI,350000,2013,8,185000,5,4,1,2,1,23.4,1248,74,Maruti
5917,Volkswagen Polo 1.2 MPI Highline,449000,2015,6,34156,5,3,2,2,1,16.47,1198,74,Volkswagen
5918,Ford Ecosport 1.5 DV5 MT Titanium,685000,2015,6,109000,5,4,2,2,1,22.7,1498,89,Ford
5919,Honda CR-V 2.4 4WD AT,325000,2007,14,70000,5,3,1,1,2,10.1,2354,152,Honda
5920,Toyota Etios VX,625000,2017,4,25538,5,3,3,2,1,16.78,1496,88,Toyota
5921,Mercedes-Benz M-Class ML 350 CDI,3600000,2013,8,50000,5,4,1,1,1,11.74,2987,254,Mercedes-Benz
5922,Mahindra Quanto C4,350000,2013,8,110000,7,4,1,2,2,17.21,1493,100,Mahindra
5923,Ford Figo Diesel Titanium,300000,2012,9,90000,5,4,1,2,1,20,1399,68,Ford
5924,Mahindra XUV500 W6 2WD,819999,2015,6,90000,7,4,1,2,1,16,2179,140,Mahindra
5925,Volvo V40 D3 R-Design,2475000,2018,3,2000,5,4,2,1,1,16.8,1984,150,Volvo
5926,Volvo V40 D3 R-Design,2475000,2018,3,2000,5,4,2,1,1,16.8,1984,150,Volvo
5927,Honda City 2017-2020 GXi,160000,2007,14,120000,5,3,1,2,3,17.7,1497,78,Honda
5928,Honda City i-VTEC CVT ZX,1100000,2017,4,20000,5,3,1,1,1,18,1497,117,Honda
5929,Hyundai Grand i10 CRDi Asta,350000,2014,7,70000,5,4,1,2,2,24,1120,70,Hyundai
5930,Mahindra Xylo D4 BSIV,409999,2012,9,100000,8,4,1,2,2,14,2498,112,Mahindra
5931,Hyundai i10 Magna 1.1L,300000,2014,7,100000,5,3,1,2,1,19.81,1086,68,Hyundai
5932,Maruti Swift VXI,550000,2018,3,24400,5,3,1,2,1,22,1197,81,Maruti
5933,Tata Indica V2 DLS TC,90000,2009,12,118000,5,4,1,2,2,16.8,1405,62,Tata
5934,Honda Mobilio S i DTEC,450000,2016,5,100000,7,4,1,2,2,24.2,1498,98,Honda
5935,Maruti Swift ZXI ABS,215000,2007,14,100750,5,3,1,2,2,16.1,1298,88,Maruti
5936,Volkswagen Polo 1.5 TDI Comfortline,575000,2014,7,40000,5,4,1,2,3,20.14,1498,88,Volkswagen
5937,Hyundai i10 Magna 1.2 iTech SE,270000,2012,9,56000,5,3,1,2,1,20.36,1197,78,Hyundai
5938,Hyundai Grand i10 1.2 CRDi Sportz,450000,2017,4,56290,5,4,2,2,1,24,1186,73,Hyundai
5939,Maruti 800 AC BSIII,157000,2013,8,47200,4,3,1,2,3,16.1,796,37,Maruti
5940,Maruti Ertiga ZDI,509999,2013,8,148000,7,4,1,2,1,20.77,1248,88,Maruti
5941,Honda City i VTEC V,675000,2016,5,53201,5,3,3,2,2,17.8,1497,117,Honda
5942,Tata New Safari DICOR 2.2 LX 4x2,200000,2012,9,90000,7,4,1,2,3,11.57,2179,138,Tata
5943,Toyota Innova 2.5 GX 8 STR BSIV,650000,2012,9,138000,8,4,1,2,2,12.8,2494,102,Toyota
5944,Ford Figo Petrol EXI,400000,2010,11,30000,5,3,1,2,1,15.6,1196,70,Ford
5945,Mercedes-Benz E-Class E 250 Elegance,1190000,2011,10,80000,5,3,1,1,2,10.93,2497,204,Mercedes-Benz
5946,Ford Endeavour 3.2 Titanium AT 4X4,3200000,2018,3,35000,7,4,1,1,1,10.91,3198,197,Ford
5947,Maruti Ertiga SHVS ZDI Plus,795000,2017,4,120000,7,4,1,2,1,24.52,1248,88,Maruti
5948,Hyundai Verna 1.6 VTVT S,850000,2016,5,25000,5,3,1,2,1,17.01,1591,121,Hyundai
5949,Hyundai Xcent 1.2 Kappa AT SX Option,525000,2016,5,60000,5,3,1,1,1,16.9,1197,82,Hyundai
5950,Mercedes-Benz GLA Class 200 CDI SPORT,2700000,2017,4,23000,5,4,2,1,1,17.9,2143,136,Mercedes-Benz
5951,Hyundai Accent GLS,55000,2002,19,120000,5,3,1,2,4,13.2,1495,94,Hyundai
5952,Ford Figo Aspire 1.5 TDCi Titanium,650000,2018,3,21000,5,4,1,2,1,25.83,1498,99,Ford
5953,Maruti Baleno Alpha 1.2,700000,2018,3,10000,5,3,1,2,2,21.4,1197,83,Maruti
5954,Maruti Swift Dzire VXI,450000,2014,7,100000,5,3,1,2,3,19.1,1197,85,Maruti
5955,Maruti Alto LXi,148000,2011,10,40000,5,3,1,2,3,19.7,796,46,Maruti
5956,Maruti Eeco 5 Seater AC BSIV,400000,2017,4,120000,5,3,1,2,1,15.37,1196,73,Maruti
5957,Hyundai i20 Magna 1.2,600000,2015,6,35000,5,3,1,2,1,18.6,1197,81,Hyundai
5958,Hyundai Grand i10 1.2 Kappa Sportz BSIV,551000,2018,3,20000,5,3,1,2,2,18.9,1197,81,Hyundai
5959,Mahindra TUV 300 T8,750000,2016,5,71000,7,4,1,2,1,18.49,1493,100,Mahindra
5960,Maruti Swift Dzire VXI 1.2,600000,2018,3,25000,5,3,1,2,1,21.21,1197,81,Maruti
5961,Chevrolet Beat LS,200000,2013,8,70000,5,3,1,2,1,18.6,1199,79,Chevrolet
5962,Maruti Swift VDI,430000,2013,8,86000,5,4,1,2,2,22.9,1248,74,Maruti
5963,Renault KWID 1.0 RXL,260000,2018,3,50000,5,3,1,2,1,23.01,999,67,Renault
5964,Hyundai Verna 1.6 SX CRDi (O),730000,2014,7,60000,5,4,1,2,1,22.32,1582,126,Hyundai
5965,Volkswagen Polo Diesel Highline 1.2L,350000,2012,9,74000,5,4,1,2,2,22.07,1199,73,Volkswagen
5966,Mahindra Xylo E4,150000,2011,10,130000,7,4,1,2,2,14,2498,112,Mahindra
5967,Skoda Fabia 1.2L Diesel Elegance,340000,2011,10,145000,5,4,1,2,1,20.86,1199,75,Skoda
5968,Maruti Ertiga BSIV ZXI Plus,750000,2016,5,20000,7,3,1,2,1,17.5,1373,91,Maruti
5969,Tata Harrier XZ Plus,1650000,2020,1,16000,5,4,2,2,1,17,1956,167,Tata
5970,Ford Figo Diesel ZXI,250000,2012,9,40000,5,4,1,2,1,20,1399,68,Ford
5971,Ford Figo Diesel Titanium,250000,2012,9,80000,5,4,1,2,2,20,1399,68,Ford
5972,Hyundai Verna Xi (Petrol),260000,2008,13,120000,5,3,1,2,2,13.9,1599,103,Hyundai
5973,Maruti Swift Dzire 1.2 Vxi BSIV,450000,2012,9,30000,5,3,1,2,1,17.5,1197,85,Maruti
5974,Maruti Alto LXi,160000,2010,11,48000,5,3,1,2,2,19.7,796,46,Maruti
5975,Ford EcoSport 1.5 Diesel Titanium BSIV,950000,2018,3,20000,5,4,1,2,1,23,1498,98,Ford
5976,Mahindra Scorpio M2DI,420000,2010,11,160500,5,4,1,2,4,13.5,2179,115,Mahindra
5977,Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,700000,2015,6,25000,5,3,1,2,1,15.85,1499,110,Ford
5978,Honda Jazz V Diesel,525000,2017,4,37151,5,4,2,2,1,27.3,1498,98,Honda
5979,Hyundai EON D Lite Plus,210000,2015,6,40000,5,3,1,2,1,21.1,814,55,Hyundai
5980,Maruti Swift Dzire LDI,558000,2019,2,70000,5,4,1,2,1,28.4,1248,74,Maruti
5981,Maruti 800 Std,150000,2012,9,76000,4,3,1,2,1,16.1,796,37,Maruti
5982,Renault Lodgy World Edition 110PS,880000,2017,4,65000,8,4,1,2,1,19.98,1461,108,Renault
5983,Mahindra Xylo D4 BSIV,310000,2012,9,86000,8,4,1,2,1,14,2498,112,Mahindra
5984,Mahindra Quanto C2,450000,2013,8,52000,7,4,1,2,1,17.21,1493,100,Mahindra
5985,Renault Duster RXL AWD,695000,2013,8,120000,5,4,1,2,1,19.01,1461,108,Renault
5986,Mahindra XUV500 W6 2WD,1000000,2016,5,100000,7,4,1,2,1,16,2179,140,Mahindra
5987,Maruti Ciaz ZDi Plus SHVS,650000,2016,5,81000,5,4,2,2,2,28.09,1248,88,Maruti
5988,Hyundai Creta 1.6 CRDi SX,1150000,2017,4,63309,5,4,2,2,1,19.67,1582,126,Hyundai
5989,Mahindra Bolero SLX 2WD,315000,2010,11,120000,7,4,1,2,2,13.6,2523,63,Mahindra
5990,Mahindra Scorpio EX,650000,2014,7,50000,8,4,1,2,1,14,2523,75,Mahindra
5991,Skoda Kodiaq 2.0 TDI Style,3251000,2018,3,17601,7,4,2,1,1,16.25,1968,148,Skoda
5992,Maruti Swift VDI BSIV,530000,2014,7,90000,5,4,1,2,1,25.2,1248,74,Maruti
5993,Maruti Swift Dzire VDI,550000,2016,5,60000,5,4,1,2,2,26.59,1248,74,Maruti
5994,Hyundai EON Magna Plus,250000,2014,7,25000,5,3,1,2,1,21.1,814,55,Hyundai
5995,Hyundai Xcent 1.1 CRDi SX,550000,2016,5,35000,5,4,1,2,1,24.4,1120,71,Hyundai
5996,Mahindra Supro LX 8 Str,500000,2018,3,10000,8,4,1,2,1,23.5,909,45,Mahindra
5997,Mahindra Verito 1.5 D4 BSIII,174000,2011,10,100000,5,4,1,2,2,21,1461,64,Mahindra
5998,Lexus ES 300h,5150000,2019,2,20000,5,3,2,1,1,22.37,2487,214,Lexus
5999,BMW X1 sDrive20i xLine,2500000,2016,5,30000,5,3,1,1,2,15.71,1998,189,BMW
6000,Honda Jazz VX,550000,2016,5,56494,5,3,3,2,1,18.2,1199,88,Honda
6001,Maruti 800 AC,40000,1998,23,70000,4,3,1,2,2,16.1,796,37,Maruti
6002,Maruti Baleno RS 1.0 Petrol,780000,2019,2,7200,5,3,1,2,1,21.1,998,100,Maruti
6003,Hyundai Verna 1.6 SX,450000,2012,9,100000,5,4,1,2,2,22.32,1582,126,Hyundai
6004,Audi Q5 35TDI Premium Plus,3975000,2018,3,31800,5,4,2,1,1,17.01,1968,188,Audi
6005,Maruti Alto LXi,175000,2010,11,58000,5,3,1,2,1,19.7,796,46,Maruti
6006,BMW X4 M Sport X xDrive20d,5500000,2019,2,8500,5,4,2,1,1,16.78,1995,190,BMW
6007,Mahindra XUV500 W6 2WD,750000,2014,7,80000,7,4,1,2,2,15.1,2179,140,Mahindra
6008,Volvo XC40 D4 Inscription BSIV,3800000,2019,2,20000,5,4,1,1,1,18,1969,190,Volvo
6009,Maruti Eeco CNG 5 Seater AC,409999,2020,1,35000,5,1,1,2,1,20.88,1196,61,Maruti
6010,Maruti Wagon R VXI Plus Optional,400000,2017,4,50000,5,3,1,2,1,20.51,998,67,Maruti
6011,Maruti Alto K10 VXI,220000,2014,7,100000,5,3,1,2,1,23.95,998,67,Maruti
6012,Maruti Swift VDI,320000,2012,9,120000,5,4,1,2,2,22.9,1248,74,Maruti
6013,Mahindra Scorpio S10 7 Seater,1125000,2015,6,70000,7,4,1,2,1,15.4,2179,120,Mahindra
6014,Toyota Fortuner 4x2 AT,1900000,2015,6,130000,7,4,1,1,1,12.55,2982,168,Toyota
6015,Maruti Ritz VDi,200000,2009,12,120000,5,4,1,2,2,21.1,1248,73,Maruti
6016,Maruti Ertiga ZDI,600000,2013,8,50000,7,4,1,2,2,20.77,1248,88,Maruti
6017,Ford Figo Diesel Titanium,190000,2011,10,90000,5,4,1,2,2,20,1399,68,Ford
6018,Ford Figo Aspire 1.5 TDCi Titanium,793000,2018,3,30000,5,4,1,2,1,25.83,1498,99,Ford
6019,Mahindra Scorpio SLE BSIII,530000,2013,8,80000,8,4,1,2,2,12.05,2179,120,Mahindra
6020,Tata Manza Club Class Quadrajet90 VX,260000,2013,8,189000,5,4,1,2,1,21.02,1248,88,Tata
6021,Maruti 800 EX BSII,55599,2003,18,36088,4,3,1,2,1,16.1,796,37,Maruti
6022,Tata Safari Storme EX,503000,2015,6,110000,7,4,1,2,1,14.1,2179,147,Tata
6023,Mahindra Bolero 2011-2019 ZLX,600000,2013,8,45000,7,4,1,2,1,15.96,2523,62,Mahindra
6024,Maruti Swift Dzire VXI,470000,2014,7,60000,5,3,1,2,1,19.1,1197,85,Maruti
6025,Maruti Swift VDI BSIV,520000,2014,7,70000,5,4,1,2,2,25.2,1248,74,Maruti
6026,Tata Sumo SE,96000,2002,19,120000,7,4,1,2,1,14.07,2956,83,Tata
6027,Tata Indigo CS LX (TDI) BS III,150000,2012,9,150000,5,4,1,2,3,19.09,1396,69,Tata
6028,Hyundai Santro Era,425000,2019,2,15000,5,3,1,2,1,20.3,1086,68,Hyundai
6029,Hyundai Grand i10 SportZ Edition,360000,2015,6,30000,5,3,1,2,2,18.9,1197,81,Hyundai
6030,Hyundai EON Era Plus Sports Edition,350000,2017,4,20000,5,3,1,2,2,21.1,814,55,Hyundai
6031,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,600000,2015,6,90000,5,4,1,2,1,22.77,1498,98,Ford
6032,Mahindra Bolero 2011-2019 ZLX BSIII,451000,2013,8,70000,7,4,1,2,1,15.96,2523,62,Mahindra
6033,Maruti Celerio VXI,330000,2015,6,84000,5,3,1,2,2,23.1,998,67,Maruti
6034,Mahindra KUV 100 D75 K6 Plus,480000,2020,1,44665,6,4,1,2,1,25.32,1198,77,Mahindra
6035,Maruti Alto 800 LXI,245000,2016,5,50000,5,3,1,2,1,22.74,796,47,Maruti
6036,Honda Amaze S i-Dtech,430000,2015,6,97000,5,4,1,2,2,25.8,1498,98,Honda
6037,Volkswagen Polo 2015-2019 1.2 MPI Highline Plus,600000,2018,3,15000,5,3,1,2,1,16.2,1199,74,Volkswagen
6038,Maruti Swift VDI,425000,2012,9,56000,5,4,1,2,2,22.9,1248,74,Maruti
6039,Honda City V MT,290000,2009,12,120000,5,3,1,2,2,16.8,1497,116,Honda
6040,Tata Manza Aura Quadrajet,110000,2010,11,88000,5,4,1,2,1,18.8,1248,90,Tata
6041,Maruti Ritz VDi,270000,2011,10,89000,5,4,1,2,2,21.1,1248,73,Maruti
6042,Maruti Swift VDI BSIV,470000,2015,6,54723,5,4,2,2,1,25.2,1248,74,Maruti
6043,Maruti Swift Dzire VXI,385000,2013,8,120000,5,3,1,2,1,19.1,1197,85,Maruti
6044,Toyota Etios Liva GD,450000,2015,6,25000,5,4,1,2,1,23.59,1364,67,Toyota
6045,Mahindra XUV500 AT W6 2WD,1050000,2017,4,46000,7,4,1,1,1,16,2179,140,Mahindra
6046,Tata Zest Quadrajet 1.3 75PS XE,280000,2017,4,80000,5,4,1,2,1,22.95,1248,74,Tata
6047,Hyundai Grand i10 1.2 CRDi Asta,700000,2018,3,29000,5,4,1,2,1,24,1186,73,Hyundai
6048,Maruti Eeco 5 Seater AC BSIV,409999,2017,4,13500,5,3,1,2,1,15.37,1196,73,Maruti
6049,Ford Freestyle Titanium Petrol BSIV,700000,2018,3,19100,5,3,1,2,1,19,1194,94,Ford
6050,Tata Indica V2 GLX BSIII,65000,2008,13,50000,5,3,1,2,2,15.3,1396,70,Tata
6051,Honda City V MT,425000,2013,8,86300,5,3,2,2,1,16.8,1497,116,Honda
6052,Maruti Ignis 1.3 AMT Zeta,625000,2017,4,37000,5,4,1,1,1,26.8,1248,74,Maruti
6053,Mahindra XUV500 W6 2WD,650000,2013,8,85710,7,4,2,2,1,15.1,2179,140,Mahindra
6054,Maruti Swift Dzire VDI,610000,2015,6,60000,5,4,1,2,1,26.59,1248,74,Maruti
6055,Honda Jazz VX,550000,2016,5,56494,5,3,3,2,1,18.2,1199,88,Honda
6056,Volkswagen Vento Diesel Highline,300000,2011,10,72000,5,4,1,2,2,20.54,1598,103,Volkswagen
6057,Hyundai i10 Sportz,300000,2013,8,40000,5,3,1,2,1,20.36,1197,78,Hyundai
6058,Hyundai i20 1.2 Asta Option,650000,2017,4,8000,5,3,1,2,1,18.6,1197,81,Hyundai
6059,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,610000,2015,6,90000,5,4,1,2,1,22.77,1498,98,Ford
6060,Hyundai Xcent 1.1 CRDi S,350000,2016,5,120000,5,4,1,2,2,24.4,1120,71,Hyundai
6061,Maruti Swift AMT ZXI Plus BSIV,650000,2019,2,15000,5,3,1,1,1,22,1197,81,Maruti
6062,Hyundai Elite i20 Sportz Plus CVT BSIV,695000,2019,2,20000,5,3,1,1,1,17.4,1197,81,Hyundai
6063,Maruti 800 AC,65000,2000,21,100000,4,3,1,2,3,16.1,796,37,Maruti
6064,Hyundai Accent CRDi,200000,2005,16,200000,5,4,1,2,2,13.1,1493,82,Hyundai
6065,Hyundai Verna 1.6 SX CRDI (O) AT,736000,2014,7,125000,5,4,1,1,1,22.32,1582,126,Hyundai
6066,Maruti Swift Dzire VXI 1.2,675000,2019,2,5000,5,3,1,2,1,21.21,1197,81,Maruti
6067,Hyundai EON Magna Plus,195000,2012,9,80000,5,3,1,2,2,21.1,814,55,Hyundai
6068,Hyundai Verna 1.6 SX CRDi (O),575000,2014,7,120000,5,4,1,2,3,22.32,1582,126,Hyundai
6069,Tata Safari Storme VX,650000,2016,5,60000,7,4,1,2,2,14.1,2179,148,Tata
6070,Honda Mobilio V i VTEC,500000,2015,6,35000,7,3,1,2,1,17.3,1497,117,Honda
6071,Mahindra Scorpio 2.6 CRDe,300000,2003,18,98000,8,4,1,2,1,10.5,2179,120,Mahindra
6072,Maruti Swift Dzire VXI,575000,2015,6,16000,5,3,2,2,1,19.1,1197,85,Maruti
6073,Toyota Etios VX,625000,2017,4,25538,5,3,3,2,1,16.78,1496,88,Toyota
6074,Chevrolet Beat Diesel LS,170000,2013,8,70000,5,4,1,2,1,25.44,936,57,Chevrolet
6075,Maruti Alto K10 VXI,350000,2016,5,9900,5,3,1,2,1,23.95,998,67,Maruti
6076,Toyota Corolla AE,170000,2004,17,120000,5,3,1,2,2,13.4,1794,125,Toyota
6077,Toyota Innova 2.5 G (Diesel) 7 Seater,730000,2012,9,250000,7,4,1,2,1,12.99,2494,100,Toyota
6078,Maruti Swift Dzire VDI,550000,2013,8,56000,5,4,1,2,1,23.4,1248,74,Maruti
6079,Maruti Ertiga VDI,580000,2015,6,70000,7,4,1,2,1,20.77,1248,88,Maruti
6080,Maruti Alto 800 LXI,250000,2014,7,40000,5,3,1,2,1,22.74,796,47,Maruti
6081,Hyundai EON Era Plus,300000,2017,4,8000,5,3,1,2,1,21.1,814,55,Hyundai
6082,Ford Aspire Trend Plus,690000,2018,3,13000,5,3,1,2,1,20.4,1194,94,Ford
6083,Honda City i-VTEC V,949000,2018,3,10200,5,3,1,2,1,17.4,1497,117,Honda
6084,Hyundai i10 Era,200000,2008,13,60000,5,3,1,2,2,19.81,1086,68,Hyundai
6085,Maruti Swift VXI Deca,470000,2016,5,23700,5,3,1,2,1,20.4,1197,81,Maruti
6086,Tata New Safari DICOR 2.2 VX 4x2,300000,2010,11,108957,7,4,1,2,1,13.93,2179,138,Tata
6087,Chevrolet Cruze LTZ,250000,2010,11,135000,5,4,1,2,3,18.3,1991,147,Chevrolet
6088,Nissan Micra Active XL Petrol,370000,2017,4,40000,5,3,1,2,1,19.49,1198,67,Nissan
6089,Tata Tiago 1.2 Revotron XM,390000,2018,3,25000,5,3,1,2,1,23.84,1199,84,Tata
6090,Hyundai Grand i10 1.2 CRDi Asta,650000,2018,3,50000,5,4,1,2,1,24,1186,73,Hyundai
6091,Maruti Omni 8 Seater BSII,160000,2008,13,70000,8,3,1,2,4,19.7,796,35,Maruti
6092,Volkswagen Vento Diesel Highline,325000,2013,8,155000,5,4,1,2,2,20.54,1598,103,Volkswagen
6093,Hyundai i20 2015-2017 Asta 1.4 CRDi,800000,2017,4,14000,5,4,1,2,1,22.54,1396,88,Hyundai
6094,Maruti Wagon R LXI CNG,297000,2012,9,100000,5,1,1,2,3,26.2,998,58,Maruti
6095,Hyundai Grand i10 Sportz,370000,2016,5,30000,5,3,1,2,2,18.9,1197,82,Hyundai
6096,Toyota Innova Crysta 2.4 G MT 8 STR,1560000,2020,1,20102,8,4,2,2,1,13.68,2393,147,Toyota
6097,Renault KWID RXT,290000,2017,4,28000,5,3,1,2,1,25.17,799,53,Renault
6098,Tata Manza Aura Plus Safire,150000,2010,11,104000,5,3,1,2,1,15,1368,90,Tata
6099,Honda Amaze S Option i-DTEC,560000,2018,3,50000,5,4,1,2,1,25.8,1498,98,Honda
6100,Toyota Innova 2.5 V Diesel 7-seater,600000,2007,14,260000,7,4,1,2,3,12.8,2494,102,Toyota
6101,Maruti Vitara Brezza ZDi,800000,2017,4,15381,5,4,1,2,1,24.3,1248,88,Maruti
6102,Hyundai Creta 1.4 CRDi S,725000,2016,5,100000,5,4,1,2,1,21.38,1396,88,Hyundai
6103,Tata Zest Revotron 1.2 XT,400000,2017,4,35000,5,3,1,2,1,17.57,1193,88,Tata
6104,Tata New Safari DICOR 2.2 EX 4x2,535000,2010,11,96443,7,4,1,2,2,11.57,2179,138,Tata
6105,Tata Indica V2 LSi,85000,2008,13,25000,5,3,1,2,2,16.84,1193,64,Tata
6106,Toyota Etios VX,625000,2017,4,25538,5,3,3,2,1,16.78,1496,88,Toyota
6107,Tata Safari Storme LX,890000,2018,3,140000,5,4,1,2,3,14.1,2179,147,Tata
6108,Toyota Innova Crysta 2.7 ZX AT BSIV,2100000,2016,5,40000,7,3,1,1,1,10.75,2694,163,Toyota
6109,Maruti Ignis 1.2 Zeta BSIV,484999,2017,4,30000,5,3,1,2,1,20.89,1197,81,Maruti
6110,Renault Duster 110PS Diesel RxZ,950000,2018,3,26000,5,4,1,2,1,19.6,1461,108,Renault
6111,Maruti Alto LXi,195000,2011,10,46000,5,3,1,2,2,19.7,796,46,Maruti
6112,Toyota Etios GD,500000,2015,6,125000,5,4,1,2,1,23.59,1364,67,Toyota
6113,Honda Jazz VX,550000,2016,5,56494,5,3,3,2,1,18.2,1199,88,Honda
6114,Lexus ES 300h,5150000,2019,2,20000,5,3,2,1,1,22.37,2487,214,Lexus
6115,Tata Indigo CR4,200000,2011,10,70000,5,4,1,2,2,23.57,1396,70,Tata
6116,Hyundai i20 Sportz 1.2,516000,2015,6,90000,5,3,1,2,1,18.6,1197,81,Hyundai
6117,Hyundai i10 Magna LPG,275000,2013,8,70000,5,2,1,2,2,19.2,1086,68,Hyundai
6118,Maruti Swift Dzire ZXI,620000,2016,5,36000,5,3,1,2,1,20.85,1197,83,Maruti
6119,Maruti Swift Dzire VXI,450000,2015,6,80000,5,3,1,2,1,20.85,1197,83,Maruti
6120,Mahindra Xylo D2,121000,2009,12,100000,8,4,1,2,2,13,2489,95,Mahindra
6121,Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,2013,8,79328,7,4,3,2,2,12.99,2494,100,Toyota
6122,Ford Figo Petrol LXI,180000,2010,11,50000,5,3,1,2,2,15.6,1196,70,Ford
6123,Hyundai i20 2015-2017 Sportz 1.2,666000,2017,4,13000,5,3,1,2,1,18.6,1197,81,Hyundai
6124,Maruti Swift VDI,480000,2015,6,87847,5,4,2,2,1,28.4,1248,74,Maruti
6125,Hyundai Accent GLS,150000,2009,12,70000,5,3,1,2,3,13.2,1495,94,Hyundai
6126,Maruti Alto 800 LX,196000,2014,7,60000,5,3,1,2,2,22.74,796,47,Maruti
6127,Chevrolet Sail 1.2 LS ABS,350000,2015,6,50000,5,3,1,2,1,18.2,1199,82,Chevrolet
6128,Tata Venture EX 7 Str Captain Seats,317000,2014,7,15000,7,4,1,2,1,15.42,1405,70,Tata
6129,Renault Lodgy Stepway 110PS RXZ 7S,550000,2015,6,240000,7,4,1,2,1,19.98,1461,108,Renault
6130,Hyundai Verna 1.6 SX,500000,2013,8,87000,5,4,1,2,2,22.32,1582,126,Hyundai
6131,Maruti Ritz LXi,320000,2016,5,90000,5,3,1,2,1,18.5,1197,85,Maruti
6132,Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,2013,8,79328,7,4,3,2,2,12.99,2494,100,Toyota
6133,Maruti Ciaz ZDi,560000,2014,7,90000,5,4,1,2,2,26.21,1248,88,Maruti
6134,BMW 5 Series 520d Sport Line,4000000,2018,3,10000,5,4,2,1,1,22.48,1995,187,BMW
6135,Renault KWID RXT,335000,2018,3,30000,5,3,1,2,1,25.17,799,53,Renault
6136,Hyundai Verna 1.6 SX,420000,2012,9,100000,5,4,1,2,2,22.32,1582,126,Hyundai
6137,Maruti Swift Dzire ZDi,310000,2011,10,70000,5,4,1,2,2,19.3,1248,73,Maruti
6138,Honda City 1.3 EXI,55000,2005,16,130000,5,3,1,2,1,13,1343,90,Honda
6139,Honda Jazz VX,550000,2016,5,56494,5,3,3,2,1,18.2,1199,88,Honda
6140,Ford Fiesta Diesel Style,280000,2012,9,60000,5,4,1,2,2,23.5,1498,88,Ford
6141,Maruti Wagon R LXI BSIII,220000,2012,9,60000,5,3,1,2,3,18.9,998,67,Maruti
6142,Ford EcoSport 1.5 TDCi Titanium BSIV,650000,2015,6,110000,5,4,1,2,2,22.77,1498,98,Ford
6143,Honda BR-V i-VTEC VX MT,840000,2017,4,30646,7,3,2,2,1,15.4,1497,117,Honda
6144,Toyota Camry 2.5 Hybrid,2000000,2016,5,68089,5,3,3,1,1,19.16,2494,157,Toyota
6145,Toyota Corolla Altis Diesel D4DG,300000,2010,11,60000,5,4,1,2,1,21.43,1364,87,Toyota
6146,Maruti Swift Dzire VDI,711000,2017,4,35000,5,4,1,2,1,28.4,1248,74,Maruti
6147,Nissan Terrano XV 110 PS,525000,2014,7,120000,5,4,1,2,2,19.01,1461,108,Nissan
6148,Honda City V MT,480000,2013,8,42462,5,3,2,2,1,16.8,1497,116,Honda
6149,Ford Figo Aspire 1.5 TDCi Titanium,550000,2017,4,15000,5,4,1,2,1,25.83,1498,99,Ford
6150,Ford Fiesta Classic 1.4 Duratorq CLXI,450000,2012,9,90165,5,4,2,2,1,17.8,1399,67,Ford
6151,Tata Nano Twist XT,165000,2015,6,25000,4,3,1,2,1,25.4,624,37,Tata
6152,Maruti Swift Dzire VDI,755000,2017,4,20000,5,4,1,2,1,28.4,1248,74,Maruti
